GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "01037","Coosa, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2280,2431,2575,2791,3010,3173,3459,3992,4243,4660,5247,6220,6430,6835,7523,8097,8810,9352,9859,10642,11678,12359,12861,13926,13897,14327,14775,15923,16855,17215,17639,18527,19877,20233,21746,23380,23798,25250,25643,26643,26147,23887,25485,26096,26615,27084,28688,30002,30656,31901,33311,35542,38275
 "01039","Covington, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",86248,94369,104065,116097,130324,139162,153437,170530,190274,216293,240405,251196,291723,299923,325925,352876,368645,393542,399752,415853,459530,483789,514469,548695,573401,604976,627864,651522,687136,723680,734638,745704,796430,812404,852050,898877,921517,950600,1005376,1049626,1061206,1117166,1120968,1141553,1168186,1196947,1230421,1238162,1281487,1312025,1333444,1415448,1555667
 "01039","Covington, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",35074,34134,34607,34986,35341,36050,36193,36245,36264,36492,37084,36881,36939,36777,36861,36992,37152,36795,36740,36599,36532,36519,36620,36950,37218,37108,37489,37693,37759,37776,37843,37514,37069,36901,36860,36806,37204,37441,37631,37545,37648,37824,38095,37937,38005,38007,37862,37749,37477,37447,37591,37469,37524
 "01039","Covington, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2459,2765,3007,3318,3688,3860,4239,4705,5247,5927,6483,6811,7897,8155,8842,9539,9923,10696,10881,11362,12579,13248,14049,14850,15407,16303,16748,17285,18198,19157,19413,19878,21485,22016,23116,24422,24769,25389,26717,27956,28188,29536,29426,30091,30738,31493,32498,32800,34194,35037,35472,37777,41458
 "01041","Crenshaw, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",26748,27975,30529,36548,42965,44896,53551,56378,62712,73218,74820,80019,97076,97624,110147,129859,125204,136755,134937,153375,166589,172232,185089,199880,214347,227105,235740,246600,252944,276324,290553,297987,303133,291521,310797,347144,371696,368003,374457,391284,394984,417253,405103,422759,460500,470553,503930,478302,490817,500659,506454,525242,602316
 "01041","Crenshaw, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",13866,13219,13363,13504,13943,14032,13853,13912,13927,13909,14084,14122,14145,13998,13945,13896,13899,13860,13864,13830,13784,13598,13552,13511,13556,13476,13585,13576,13690,13599,13584,13692,13724,13635,13652,13727,13699,13880,13956,13922,14024,13855,13830,13798,13681,13634,13583,13590,13500,13433,13340,13157,13083
 "01041","Crenshaw, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1929,2116,2285,2706,3081,3200,3866,4052,4503,5264,5312,5666,6863,6974,7899,9345,9008,9867,9733,11090,12086,12666,13658,14794,15812,16853,17353,18164,18477,20319,21389,21764,22088,21380,22766,25289,27133,26513,26831,28105,28165,30116,29292,30639,33660,34513,37100,35195,36357,37271,37965,39921,46038
 "01043","Cullman, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",129912,132550,143583,162233,190652,203983,256786,281809,313333,350627,377292,424800,483358,508273,560984,648823,689471,749912,770970,834060,925395,971717,1030402,1110602,1165773,1248156,1306795,1367250,1472170,1608823,1688950,1709870,1818849,1820389,1945474,2089897,2199747,2236320,2351709,2430722,2408330,2464983,2510980,2623295,2780959,2841800,3051772,3022891,3171587,3289010,3477593,3691230,4122247
 "01043","Cullman, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",52050,52770,54324,55776,57227,57728,58085,59686,60380,61079,61471,61744,62040,62382,63084,64390,65039,65823,66387,66617,67042,67825,68740,69908,70889,72050,73037,74318,75147,76197,77065,77473,77415,77443,77657,78131,78692,79044,79576,80273,80351,80538,80831,81033,81780,82497,83536,84554,85303,86134,86838,88044,89496
 "01043","Cullman, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2496,2512,2643,2909,3332,3534,4421,4722,5189,5741,6138,6880,7791,8148,8893,10076,10601,11393,11613,12520,13803,14327,14990,15887,16445,17323,17892,18397,19591,21114,21916,22071,23495,23506,25052,26749,27954,28292,29553,30281,29973,30606,31065,32373,34005,34447,36532,35751,37180,38185,40047,41925,46061
 "01045","Dale, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",172671,201249,202917,193508,203656,219176,237250,254981,273875,301459,327799,371396,440923,466300,496826,547917,591827,623293,664575,688297,730438,808498,843458,889374,896203,904433,932020,938009,944444,1006463,1037146,1055177,1098309,1138003,1182420,1280359,1396807,1500944,1547850,1570029,1589984,1659042,1698750,1678642,1677079,1676330,1715374,1713948,1745243,1791886,1861929,1970111,2166886
 "01045","Dale, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",49802,53230,54549,49452,43859,44370,46068,44861,44652,46666,46385,47998,48621,48500,48729,48381,48458,49257,49587,50646,49985,49600,49835,49833,49710,50424,50303,49536,49184,48991,49118,49124,49254,49373,49215,49245,49050,49077,49488,49871,49854,50403,50172,50381,49903,49589,49580,49655,49673,49500,49554,49214,49342
 "01045","Dale, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3467,3781,3720,3913,4643,4940,5150,5684,6134,6460,7067,7738,9069,9614,10196,11325,12213,12654,13402,13590,14613,16300,16925,17847,18029,17937,18528,18936,19202,20544,21115,21480,22299,23049,24026,26000,28477,30583,31277,31482,31893,32916,33859,33319,33607,33804,34598,34517,35135,36200,37574,40032,43916
 "01047","Dallas, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",144284,161140,175481,195337,218101,239621,259595,289909,277954,282013,321090,346153,395697,420957,428508,451038,476595,499955,508616,532355,566387,599885,632812,669096,691423,750636,779915,787998,827017,851417,865643,902366,933299,946542,974904,1042433,1080046,1147647,1165892,1201114,1175616,1228802,1265930,1261224,1260067,1267424,1326262,1328266,1328705,1335634,1372703,1480318,1574361
 "01047","Dallas, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",56430,55309,55937,57140,57294,58344,58402,58215,58179,54711,54455,53956,53762,53947,53447,53331,52881,52083,50766,49669,48931,48015,47857,47940,48002,47806,47706,47347,47104,46764,46722,46198,46132,45377,45170,44795,44434,44323,44194,44265,43759,43916,43557,43336,42750,42557,42162,41526,40879,40066,39143,38190,37619
 "01047","Dallas, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2557,2913,3137,3419,3807,4107,4445,4980,4778,5155,5896,6415,7360,7803,8017,8457,9013,9599,10019,10718,11575,12494,13223,13957,14404,15702,16348,16643,17557,18207,18528,19533,20231,20860,21583,23271,24307,25893,26381,27135,26866,27981,29064,29103,29475,29782,31456,31986,32503,33336,35069,38762,41850
 "01049","DeKalb, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",93513,94642,104163,123759,150514,159965,195298,221024,246448,294145,329909,359579,403732,413667,432748,493023,522411,536013,582592,635589,695243,736561,780969,855079,912767,960694,1001019,1062021,1131004,1225222,1276522,1333023,1386184,1402937,1477624,1602551,1611384,1639573,1770994,1849607,1837097,1913106,1847835,1915333,1993876,2056734,2180344,2132030,2222136,2298709,2361236,2506990,2874405
 "01049","DeKalb, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",42521,42228,43656,44799,46720,47903,49978,51192,52025,53109,53487,53800,54271,53798,53906,54148,53922,53642,53927,54164,54460,54875,55909,56883,58000,59551,59779,60358,61144,62325,63593,64650,65678,65861,66530,67260,67794,68495,69450,70228,70864,71134,71341,70922,70892,70977,71080,71131,71456,71446,71521,71630,71813
 "01049","DeKalb, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2199,2241,2386,2763,3222,3339,3908,4318,4737,5539,6168,6684,7439,7689,8028,9105,9688,9992,10803,11735,12766,13423,13969,15032,15737,16132,16745,17595,18497,19659,20073,20619,21106,21301,22210,23826,23769,23937,25500,26337,25924,26894,25901,27006,28126,28977,30675,29973,31098,32174,33015,34999,40026
 "01051","Elmore, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",85893,94083,107305,125594,145777,163601,179033,209562,228749,268194,309198,342987,372094,399263,433130,482628,528533,568379,603691,647253,693977,744769,799943,872488,932230,1015628,1109561,1194229,1305715,1407808,1495962,1589984,1620319,1721254,1845176,1979386,2119081,2298111,2461327,2602691,2638231,2734419,2844934,2936074,2922872,2990646,3159322,3278547,3408377,3483406,3671967,3937322,4231338
 "01051","Elmore, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",32941,33680,33857,35356,36534,37955,39667,39699,40505,41386,43040,43474,43731,44343,44515,44983,45570,46080,47566,48115,48629,49484,50732,52514,54245,55734,57402,58969,60809,62551,64668,66160,67459,68659,69935,71018,72978,75246,77124,77698,78632,79695,80700,81470,82389,82964,83891,84840,85629,85940,86943,88116,89304
 "01051","Elmore, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2607,2793,3169,3552,3990,4310,4513,5279,5647,6480,7184,7889,8509,9004,9730,10729,11598,12335,12692,13452,14271,15051,15768,16614,17186,18223,19330,20252,21472,22507,23133,24032,24019,25070,26384,27872,29037,30541,31914,33498,33552,34311,35253,36039,35476,36048,37660,38644,39804,40533,42234,44683,47381
 "01053","Escambia, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",82728,89932,101331,114430,127946,143911,154550,173735,190305,213146,237107,261350,285787,299992,327658,349807,373717,379236,406607,406155,435125,453270,480544,505161,531608,559467,586317,619041,649277,671814,691147,729204,735927,721524,749989,799223,859020,895654,936122,965017,971564,1030258,1055475,1098488,1113980,1116296,1137036,1148144,1186441,1185238,1230977,1324866,1444567
 "01053","Escambia, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",34266,34899,35218,36517,36926,37100,38345,37612,37510,37558,37919,38278,37560,37474,37404,37494,37346,37383,37129,36315,35733,35526,35786,36320,36680,37003,37126,37460,37879,38145,38336,38325,38197,38035,37796,37713,37601,37673,37839,37929,38249,38363,38265,38125,37912,37927,37896,37759,37305,36845,36939,36665,36699
 "01053","Escambia, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2414,2577,2877,3134,3465,3879,4031,4619,5073,5675,6253,6828,7609,8005,8760,9330,10007,10145,10951,11184,12177,12759,13428,13909,14493,15120,15793,16525,17141,17612,18029,19027,19267,18970,19843,21192,22846,23774,24740,25443,25401,26856,27583,28813,29383,29433,30004,30407,31804,32168,33325,36134,39363
 "01055","Etowah, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",273249,283339,311494,349727,387651,425798,471815,515075,589445,670912,752567,821916,915406,928164,986146,1078216,1130889,1177473,1249587,1329676,1412547,1458035,1499998,1614531,1692700,1793727,1856191,1944422,2041488,2120491,2166545,2244941,2296429,2370461,2455565,2592943,2690168,2780125,2958090,3054340,3043242,3170357,3219524,3262663,3271110,3383736,3519018,3572945,3670350,3760475,3869418,4114541,4390379
 "01055","Etowah, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",92041,94134,94887,95758,96072,96579,97936,98984,100171,101731,102937,103112,103143,102524,102707,102307,102291,101664,101314,100728,100327,99809,100365,100950,101310,102213,102342,103063,104129,104367,104002,103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104468,104495,104521,104249,103880,103601,103603,103854,103646,103440,103393,103162
 "01055","Etowah, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2969,3010,3283,3652,4035,4409,4818,5204,5884,6595,7311,7971,8875,9053,9602,10539,11056,11582,12334,13201,14079,14608,14945,15993,16708,17549,18137,18866,19605,20318,20832,21735,22301,23017,23835,25155,26074,26854,28472,29311,29195,30348,30810,31215,31378,32574,33967,34487,35341,36282,37407,39795,42558
 "01057","Fayette, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",38746,42602,46459,48692,57662,61591,73323,85431,92198,106473,119651,131305,144829,152986,167731,182387,187853,191681,195234,204539,223835,232544,241594,262189,278839,288046,306816,317805,333445,337725,346163,352033,359475,350668,364761,385561,397982,406370,428460,439338,436738,452539,463646,485453,492762,507437,536808,537106,549133,562168,584161,617247,672926
 "01057","Fayette, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",16914,16187,16095,16395,16544,17082,17360,17401,17485,17783,18320,18848,18975,19181,18996,19161,19149,18967,18611,18187,17978,18006,18168,18192,18166,18221,18232,18329,18416,18465,18496,18512,18384,18278,18178,18022,18030,17767,17523,17541,17310,17234,17071,16974,16864,16818,16753,16630,16533,16514,16348,16307,16148
 "01057","Fayette, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2291,2632,2887,2970,3485,3606,4224,4910,5273,5987,6531,6967,7633,7976,8830,9519,9810,10106,10490,11246,12450,12915,13298,14412,15349,15808,16828,17339,18106,18290,18716,19016,19554,19185,20066,21394,22073,22872,24451,25046,25230,26259,27160,28600,29220,30172,32042,32297,33214,34042,35733,37852,41672
 "01059","Franklin, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",59146,63230,70324,81926,98318,104804,122126,138595,155301,185569,205335,229999,259119,261594,278990,291881,304329,315850,320745,336331,352293,370802,397599,443366,466480,494903,535444,566252,576369,588096,626192,630140,663514,657275,679394,735296,771155,779031,833738,862936,846550,887535,887410,900517,907966,943056,997749,985123,1025679,1066797,1103904,1191161,1306438
 "01059","Franklin, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",23374,24026,24627,25530,26016,26832,26826,27208,27743,27918,28815,28328,28191,28255,28358,28730,28698,28534,28358,28297,28004,27802,28126,28678,29121,29528,29949,30311,30676,30921,31163,31242,31190,30891,30874,30768,30968,31134,31004,31459,31589,31761,31848,31828,31751,31813,31829,32029,32080,31959,32107,32063,32013
 "01059","Franklin, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2530,2632,2856,3209,3779,3906,4553,5094,5598,6647,7126,8119,9192,9258,9838,10159,10605,11069,11311,11886,12580,13337,14136,15460,16019,16760,17879,18681,18789,19019,20094,20170,21273,21277,22005,23898,24902,25022,26891,27430,26799,27944,27864,28293,28596,29644,31347,30757,31973,33380,34382,37151,40810
 "01061","Geneva, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",56921,63459,70304,76664,93840,96904,107282,120228,123125,147011,165484,157894,192345,190591,200835,231518,236588,247913,258095,282145,320289,331975,352792,382672,404935,424878,447807,462086,472623,503242,525033,519271,560160,569095,593044,613971,655993,661064,702867,737909,751366,775692,786438,791553,819596,829794,874263,871848,894086,911815,960282,1017177,1109934
 "01061","Geneva, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",20398,21980,22173,22784,22689,22746,23177,23239,23406,23564,23915,24191,23902,23769,23702,23905,24023,23907,23809,23626,23432,23734,24183,24208,24489,24761,24975,25136,25293,25365,25585,25740,25565,25580,25702,25772,25988,26271,26322,26646,26653,26785,26793,26993,26780,26724,26792,26670,26603,26521,26561,26675,26701
 "01061","Geneva, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2791,2887,3171,3365,4136,4260,4629,5174,5260,6239,6920,6527,8047,8018,8473,9685,9848,10370,10840,11942,13669,13987,14588,15808,16535,17159,17930,18383,18686,19840,20521,20174,21911,22248,23074,23823,25242,25163,26703,27693,28191,28960,29352,29324,30605,31051,32631,32690,33608,34381,36154,38132,41569
 "01063","Greene, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",16262,19197,21770,24107,28110,27713,31035,38119,37981,47985,55527,53915,62827,68020,71630,76214,80122,85785,90132,94968,102249,109978,116805,121860,128142,132038,141177,145784,157549,158529,168379,176221,183090,188276,199613,213472,228537,238529,246034,247742,247078,239341,244025,242538,264652,244385,257678,260021,257021,252207,261221,283902,308674
 "01063","Greene, AL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",13090,10551,10295,10231,10581,10640,10727,10988,10818,10957,10842,11037,11082,11007,11088,10947,10795,10577,10370,10331,10208,10171,10257,10271,10216,10133,10082,10142,10130,10067,10004,9902,9866,9893,9805,9686,9675,9361,9385,9359,9182,8982,8865,8780,8650,8459,8355,8302,8104,7979,7846,7704,7629
 "01063","Greene, AL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1242,1819,2115,2356,2657,2605,2893,3469,3511,4379,5121,4885,5669,6180,6460,6962,7422,8111,8692,9193,10017,10813,11388,11864,12543,13030,14003,14374,15553,15747,16831,17797,18558,19031,20358,22039,23621,25481,26216,26471,26909,26647,27527,27624,30596,28891,30841,31320,31715,31609,33294,36851,40461
 "01065","Hale, AL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",27569,30742,34736,37327,42120,42950,47315,53918,57009,65712,71068,75193,83860,90414,97323,109969,123633,132905,135942,149226,159237,174222,186331,201760,214503,224501,238569,242963,248502,261100,282808,297009,309554,324181,351705,371203,390500,419500,433410,456378,456588,455155,463813,473576,487557,479973,510561,514844,520277,525304,556267,601050,650426
